code,name,signal_date,buy_price,ma5_distance,pressure_distance,score,entry_reason,risk_warning
000002,万  科Ａ,2024-04-26,6.84332,0.03401565322095123,0.3726346433770014,100,MA5距离=3.4016%，满足3%-10%；20日压力距离=37.2635%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000004,国华退,2023-08-30,16.50884,0.03132018966808101,0.3345432546884451,100,MA5距离=3.1320%，满足3%-10%；20日压力距离=33.4543%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000004,国华退,2023-08-31,16.40584,0.03402812656956291,0.3394049787492411,100,MA5距离=3.4028%，满足3%-10%；20日压力距离=33.9405%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000004,国华退,2024-02-21,10.39888,0.06774960380348646,0.4740259740259742,100,MA5距离=6.7750%，满足3%-10%；20日压力距离=47.4026%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000004,国华退,2024-02-22,10.84178,0.07068212046361388,0.40993788819875787,100,MA5距离=7.0682%，满足3%-10%；20日压力距离=40.9938%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000004,国华退,2024-02-23,11.31558,0.08592754414709622,0.3319362950544846,100,MA5距离=8.5928%，满足3%-10%；20日压力距离=33.1936%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000004,国华退,2024-04-24,10.65844,0.03111712408194812,0.4526710402999063,100,MA5距离=3.1117%，满足3%-10%；20日压力距离=45.2671%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000004,国华退,2024-04-25,10.7017,0.030798845043310902,0.4472455648926236,100,MA5距离=3.0799%，满足3%-10%；20日压力距离=44.7246%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000004,国华退,2024-04-26,10.8459,0.03608736942070283,0.4207149404216315,100,MA5距离=3.6087%，满足3%-10%；20日压力距离=42.0715%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000004,国华退,2024-04-29,11.10134,0.052143254778251935,0.3668430335097002,100,MA5距离=5.2143%，满足3%-10%；20日压力距离=36.6843%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000004,国华退,2024-05-07,11.202280000000002,0.05553512320706134,0.3162020905923344,100,MA5距离=5.5535%，满足3%-10%；20日压力距离=31.6202%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000004,国华退,2024-06-12,9.284419999999999,0.047259818060794344,0.31144067796610186,100,MA5距离=4.7260%，满足3%-10%；20日压力距离=31.1441%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000004,国华退,2024-06-13,9.2906,0.04101995565410211,0.3184238551650692,100,MA5距离=4.1020%，满足3%-10%；20日压力距离=31.8424%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000004,国华退,2025-04-14,9.29884,0.03345148427115636,0.3579849946409432,100,MA5距离=3.3451%，满足3%-10%；20日压力距离=35.7985%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000005,ST星源,2023-06-06,1.0609,0.07766990291262142,0.4054054054054053,100,MA5距离=7.7670%，满足3%-10%；20日压力距离=40.5405%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000005,ST星源,2024-02-22,0.72512,0.07954545454545463,0.43421052631578955,100,MA5距离=7.9545%，满足3%-10%；20日压力距离=43.4211%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000006,深振业Ａ,2022-04-29,4.233300000000001,0.0608272506082725,0.3394495412844035,100,MA5距离=6.0827%，满足3%-10%；20日压力距离=33.9450%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000006,深振业Ａ,2022-12-16,5.5970200000000006,0.036069193963930754,0.3232682060390764,100,MA5距离=3.6069%，满足3%-10%；20日压力距离=32.3268%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000006,深振业Ａ,2025-04-11,6.23974,0.03829646748101687,0.3068362480127187,100,MA5距离=3.8296%，满足3%-10%；20日压力距离=30.6836%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000006,深振业Ａ,2026-06-18,8.15966,0.03635445594546846,0.36175395858708875,100,MA5距离=3.6354%，满足3%-10%；20日压力距离=36.1754%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000007,全新好,2026-06-04,12.25288,0.046570275722932104,0.42891566265060244,100,MA5距离=4.6570%，满足3%-10%；20日压力距离=42.8916%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000009,中国宝安,2020-03-25,6.425140000000001,0.033985251683231764,0.4263565891472867,100,MA5距离=3.3985%，满足3%-10%；20日压力距离=42.6357%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000009,中国宝安,2020-04-02,6.22738,0.038703274892490896,0.3025477707006368,100,MA5距离=3.8703%，满足3%-10%；20日压力距离=30.2548%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000009,中国宝安,2021-09-22,22.386020000000002,0.03524431765896743,0.3008888888888889,100,MA5距离=3.5244%，满足3%-10%；20日压力距离=30.0889%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000009,中国宝安,2021-10-18,17.561500000000002,0.035190615835777,0.32351274787535417,100,MA5距离=3.5191%，满足3%-10%；20日压力距离=32.3513%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000009,中国宝安,2022-04-29,8.85594,0.04675505931611994,0.31555555555555553,100,MA5距离=4.6755%，满足3%-10%；20日压力距离=31.5556%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000010,*ST美丽,2024-01-24,2.74186,0.04808414725770102,0.3440860215053763,100,MA5距离=4.8084%，满足3%-10%；20日压力距离=34.4086%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000010,*ST美丽,2024-01-25,2.75628,0.05007473841554572,0.33451957295373663,100,MA5距离=5.0075%，满足3%-10%；20日压力距离=33.4520%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000010,*ST美丽,2024-01-26,2.781,0.040740740740740695,0.33451957295373663,100,MA5距离=4.0741%，满足3%-10%；20日压力距离=33.4520%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000010,*ST美丽,2024-02-21,2.06824,0.09063745019920316,0.4566210045662101,100,MA5距离=9.0637%，满足3%-10%；20日压力距离=45.6621%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000010,*ST美丽,2024-02-22,2.1588800000000004,0.0591603053435115,0.36036036036036023,100,MA5距离=5.9160%，满足3%-10%；20日压力距离=36.0360%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000010,*ST美丽,2026-06-01,2.1073800000000005,0.08015640273704774,0.37556561085972856,100,MA5距离=8.0156%，满足3%-10%；20日压力距离=37.5566%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000011,深物业A,2020-09-18,17.78398,0.08131588092204353,0.41617568291376533,100,MA5距离=8.1316%，满足3%-10%；20日压力距离=41.6176%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000011,深物业A,2020-09-21,18.22894,0.04814103288507177,0.3530997304582211,100,MA5距离=4.8141%，满足3%-10%；20日压力距离=35.3100%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000011,深物业A,2022-04-28,11.22494,0.07175628555698293,0.3433219178082192,100,MA5距离=7.1756%，满足3%-10%；20日压力距离=34.3322%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
000011,深物业A,2022-04-29,11.332059999999998,0.08798400290856224,0.3107769423558896,100,MA5距离=8.7984%，满足3%-10%；20日压力距离=31.0777%，满足30%-50%,当前历史研究版本尚未应用历史流通市值和历史ST过滤；buy_price为T+1计划挂单价，实际成交仍要求T+1开盘价不高于该价格。
